Issue	IssueText
1	ฝากน้องนิคเช็คให้ทีครับ
1	Quotation
0	เพิ่งลบไปใช่ไหมครับ
0	น่าจะใช่ครับ
0	อันนี้นิคขอเช็คก่อนครับ
0	เคสนี้อัพเดทข้อมูให้แล้วนะคะ
0	ตอนนี้สามารถ
0	สาเหตุน่าจะเกิดจากการ
0	รบกวน
0	ทาง
0	ยังไม่ได้
0	ขอทราบได้มั้ย
0	ว่ากดยังไง
0	ก็คือตอนแรกพี่ตุล
0	ไม่ครับ
0	พี่เลยให้น้องนิคช่วยลองทำ
0	พี่เจ๋ง
0	Songpanp
0	อันนี้คือลองลบแล้วใช่มั้ย
0	หรือว่าลบไม่หมดหว่า
0	แต่มันของปี
0	เหมือนน่าจะลบไม่หมด
0	เอ่อ
0	อันนี้คือยังไงอ่ะ
0	ให้เอาออกให้หมด
0	หรือว่ายังไงอ่ะ
0	คือ
0	สรุปคือจะไม่
0	ตาม
0	ทุก
0	จะได้ลบให้
0	ใช่ฮะ
0	โอเคร
0	ส่วนเคสพี่ตุล
0	ลบให้หมดแล้วนะคะ
0	อันนี้นิกลองรึยัง
0	อันนี้คืออยากรู้ว่าที่ไม่ได้เพราะกด
0	หรือว่ามากด
0	แปปนะ
0	เมื่อกี้นิคลองจาก
0	นั่นคือสิ่งที่ถามไง
0	เพราะนี่ก็ำได้
0	ได้ละ
0	ขอบคุณค้าบ
0	อันนี้ขอตัวอย่างได้ไหมครับ
0	เคสคุณโอ๊ค
0	ขอ
0	lส่งผิด
0	อันนี้ไม่เด้ง
0	user
0	พี่ไม่ได้ขอตัวอย่างครับ
0	ได้แล้วครับ
0	หมุนนานมาก
0	เวลาเรา
0	upload
0	ใช่
0	เคสพี่ตุล
0	เช็คยังไงได้บ้างครับ
0	เรื่องใส่
0	ตอนนี้ปรับ
0	ให้ลองอีกทีใช่ไหมครับ
0	ทางพี่มิลค์แจ้งว่าปรับหลังบ้านให้สามารถ
0	ราคาในฟอร์มขึ้นเลขทศนิยมเยอะไหมไหมอ่ะครับ
0	คุณเฟิร์นคะ
0	มีตัวเรื่อง
0	รบกวนเช็คนิดนึงครับ
0	aha
0	2
0	ข้อ
0	แต่ลองแล้วว่าได้อยู่
0	Change
0	ค่ะ
0	เคสเดียวกันครับ
0	เอ่อ
0	ของ
0	แต่อันแรก
0	@พิเชษฐ์
0	1.ลูกค้าไดเซล
0	2.ลูกค้าไทยพาฝัน
0	3.ลูกค้ายูโร่
0	รายการล่าสุดโดนลบไปแล้ว
0	ถ้าไม่
0	ส่วนรายการอื่น
0	สักครู่นะคะ
0	Trick
0	ผลการทดสอบคะ
0	รับทราบค่ะ
0	พี่แนนทำสีเหลืิอง.
0	@พิเชษฐ์
1	สรุปต้องวิ่งให้ใครครับ
0	กำลังเช็คครับ
0	ลองส่งไปใหม่อีกทีครับว่ายังขึ้นพี่เจมไหมครับ
0	เสดละครับ
0	ยกเลิกแล้วส่งใหม่
0	สามารถขึ้นเป็น
0	เพราะยังไม่ได้ระบุจำนวนสี
0	@พิเชษฐ์
0	มาแล้วค่า
0	กรณีจะเพิ่มชื่อAEในpresales
0	มีให้เลือกแค่นี้ครับ
0	อยู่คนละทีมเหรอเปล่าครับ
0	ใช่ครับ
0	อยู่คนละโรงงาน
0	อ้ออันนี้ยังไม่รองรับครับ
0	สามารถเพิ่มให้ก่อนได้ป่าวครับ
0	ยังไม่ได้ครับ
0	แต่ตอนนี้อยู่ช่วงทดสอบอยู่ครับ
0	ถ้าอัพเดทแล้วจะแจ้งให้ทราบครับ
0	เกิดจากอะไรเหรอคะ
0	ขอตรวจสอบสาเหตุที่แน่ชัดก่อนนะคะ
0	พี่พิเชษ
0	เอาเคสนี้ก่อนก็ได้คะ
1	มันค้างในระบบ
0	คุณดาคะ
0	A8
0	เปิดได้ละนะคะ
0	ฝากดูสาเหตุหน่อยนะคะ
0	เอกสารไหนคะคุณดา
0	ตัวตะกี้อะคะ
0	งานที่AEปิง
0	เอกสารที่ว่าคือ
0	ข้อความในเอกสาร
0	หมายเหตุหายคือ
0	ตอนนี้ที่ลองดูคือ
0	ML1214
0	แต่ทั้งรายการอยู่ในใบเดียวกัน
0	เลยสับสนว่าที่
0	User
0	นิคหายเลยยยย
0	สินค้า
0	แต่
0	เลข
0	21950-459
0	ผุก
0	กันเหรอเปล่า
0	ผูก
0	ถ้าผูก
0	คือสมมุติว่า
0	นี่ครับ
0	อันนี้เคสเดียวกันไหมครับพี่ปืน
0	ใช่ๆ
0	เหมือนเคยเห็นคุยๆกัน
0	แปปนะพี่
0	รบกวนโทรกลับนะคะ
0	ตัวนี้ก็ติดครับ
0	ไปที่พี่เจมส์
0	เรียบร้อย
0	อยู่ระหว่างตรวจสอบนะคะ
0	เคสงานเปลี่ยนแปลง
0	เคสนี้
0	อันนี้คือเหตุผลที่ช่องลำดับมีขนาดใหญ่ค่ะ
0	อันนี้
0	งั้น
0	อยู่
0	ตอนนีเนื้อหาของ
0	กะเรื่องการพิมพ์
0	มีค่ะ
0	ในรายละเอียดหมายเหตุในส่วน
0	รบกวนขอ
0	คุณดาคะ
0	http://172.26.64.104:8088/PSML5/login
0	อันนี้คือตัวที่มิ้วคุยกับคุณดาครั้งก่อนมั้ยคะ
0	คะ
0	อันเดียวกันค่ะ
0	แล้วขึ้นหมายเหตุมั้ยคะ
0	ML1221
0	ต้องลองกดอีกครั้งดูค่ะ
0	ตามที่เซลระบุไป
0	มิ้วค์ขอทดสอบก่อนค่ะ
0	อันนี้
0	เฉพาะใน
0	ใช่มั้ยเอ่ย
0	เดี่ยวไปหารือกันวันที่
0	Sales
0	เคคะ
0	อันนี้
0	คุณดาคะ
0	คุณเฟิน
0	พร้อมทีมคุณยุท
0	แต่progress
0	Surapoma
0	User
0	สักครุ่นะคะ
0	เช็คให้อยู่นะคะ
0	ที่
0	สาเหตุที่ดำเนินการต่อไม่ได้
0	รบกวนสอบถามทาง
0	ถ้าปรับ
0	ดึงกลับไปแก้ก็ได้ค่ะ
0	สาเหตุที่ดำเนินการต่อไม่ได้
0	ได้ค่ะคุณดา
0	สงสาร
0	พพพพพพ
0	รบกวนสอบถามครับ
0	หมายถึงช่องไหนคะ
0	ายละเอียดการเปลี่ยนแปลง
0	อื่นๆ
0	คุณดาคะ
0	อยากทราบจำนวนที่แสดงได้อะคะ
0	อื่นๆ
0	ในเอกสารได้ประมาณ
0	ขอบคุณคะ
0	ระบบมีปัญหาไหมคะ
0	เป็นเฉพาะ
0	แต่รายการนี้แก้มือไปเองแล้วนะคะ
0	ตอนนี้
0	อันนี้ที่
0	เบื้องต้นตอนนี้ตั้งในระบบ
0	ไม่ได้โยนจาก
0	คนตั้งการ์ดฝากแจ้งมาครับ
0	อันนี้ข้อมูลฝั่ง
0	ไม่ทราบว่าที่แจ้งว่าดึงมาผิดนี่คือเปรียบเทียบจากข้อมูลส่วนไหน
0	อันนี้ข้อมูลฝั่ง
0	ส่วนจำนวนทศนิยมที่แสดงในเอกสารเดี๋ยวปรับให้ค่ะ
0	thx
0	@พิเชษฐ์
0	LP*
0	ข้อมูลที่pm2อะคะ?
0	แดง-น้ำเงินครับพี่ดา
0	ช่วยexport
0	export
0	Excel
0	คืออยากรู้ว่ากรอกอะไรบ้างอะคะ
0	อันนี้เคส
0	รบกวนเช็คให้หน่อยคะ
0	รับทราบค่ะ
0	เช็คให้อยู่นะคะ
0	ขอบคุณมากครับบ
0	แดง-น้ำเงินครับพี่ดา
0	ทางuserยืนยันเลยไม่รู้ไงดี
0	เอ่อ
0	แสดงว่าเปลี่ยนมาจาก
0	เพราะข้อมูลฝั่ง
0	อยากรู้ว่า
0	มีนะ
0	ช็คให้หน่อยได้มั้ย
0	ทำไมสีพิมพ์ของ
0	เดี่ยวให้นิคเช็คจ๊อบกับ
0	ขอบคุณมากครับพี่
0	นิคขอเลข
0	27883-0027-00
0	Mat
0	มาในระบบนะ
0	แต่
0	ระบบไหน
0	ที่ขึ้น
0	Psm
0	อ่าห์เราให้ดูที่ดึงเข้ามา
0	มันต้องเช็คต้นทางว่าส่งอะไรมาให้เราอ่ะ
0	Mat
0	ขอถามได้มั้ยว่าโดนปลดเมื่อไหร่
0	น่าจะวันที่
0	ขึ้น
0	แล้วข้อมูลสีอ่ะ
0	เนี้ย
0	อันนี้
0	ตัวที่ดำน้ำเงินมันโดนปลด
0	เอ้ย
0	ทำเปลี่ยนแปลงใน
0	ลำดับ
0	Sale
0	ทำอะไรเสร็จวันที่
0	คลิปอันนี้เคส
0	แต่userลองหลายทีขึ้นไม่สำเร็จ
0	คนละไฟล์กับอันแรกใช่มั้ยคะ
0	อันนี้อีกเคสคะ
0	กลายเป็น
0	ต้องใส่มิตินี่ค่ะ
0	ถ้าใส่มาแค่
0	โอ๊คต้องใส่ID？
0	เพราะถ้าใส่sheetsizeจะคำนวณจากsheet
0	ใช่ครับ
0	งานมีหลายตัว
0	แล้วถ้าเป็นงาน
0	ใส่แค่
0	อันนี้ขอจรวจสอบก่อนนะคะ
0	ว่าลอจิกที่เคยตกลงกันไว้เป็นยังไง
0	สรุปรบกวนโอ๊คต้องใส่
0	แต่ระบบจะคำนวณจากfg
0	ใส่ทั้ง
0	หรือเบือกproducttype
0	*เลือก
0	แล้วถ้ามีหูจับ
0	รอๆคะ
0	เดี๋ยวผมลองดูก็ได้ครับ
0	ผลกระทบคือ
0	เรื่อง
0	ซึ่งอันตรายมากๆนะคะ
0	Re
0	ใช่คะ
0	จะเริ่มทดสอบอังคารที่จะถึง
0	ขอบคุณนะคะพี่ดาด้า
0	เดี่ยวจะแจ้งทางโรงงานให้คะ
0	ขออภัยในความไม่สะดวกด้วยนะคั
0	ฟ้าทนถู
0	รบกวนเพิ่ม
0	@Oak
0	ขอบคุณพี่ดามากครับ
0	คุณมิ้วเลย
0	ขอบคุณคุณมิ้วด้วยครับ
1	แล้วเรื่อง
0	คุณมิ้วลองแล้วได้ปกติอะ
0	เคลียร์แคชละลองอีกทีได้มั้ย
0	ได้ครับ
0	@Suriya
0	คุณดาคะ
0	เหรอคะ
0	เข้าไปหน้า
0	ชื่อดูน่าจะแจ้งต่อได้อีกอะคะ
0	ฝากเช็คให้หน่อยน่ะค้าบบ
0	@Toon
0	เพราะ
0	อันนี้คือ
0	เสร็ละครับ
0	แต่เป็นบอร์ด
0	ปกติบอร์ด
0	ไม่งั้นจะให้เพิ่มบอร์ดไปไหมครับใน
0	เดี๋ยวเฟินนำขึ้นพร้อม
0	เคสนี้เข้าใจว่า
0	ดังนั้นจึงสามารถเลือก
0	รบกวนด้วยครับนิค
0	ได้ครับ
0	สงสัยอย่างนึงครับนิค
0	พี่มีเฉพาะที่เป็น
0	เดี๋ยวจะกลายเป็นเพิ่ม
0	@Dadah
0	โอ๊คใช้อันที่
0	เมื่อสักครู่ลอง
0	แสดงว่ามันต้องมีผลแน่ๆ
0	ขออภัยครับ
0	ต้องเพิ่มบอร์ดเข้าไปคะ
0	@Dadah
0	ไว้นัดไปกินจ่าอูนอกรอบนะครับ
0	อันนี้น่าสนมากกก
0	พุ่งนี้วันสุดท้ายนะ
0	สมัครไปละครัล
0	พุ่งนี้ไป
0	งั้นต้องเลือกน้ำหนักกะเอว
0	เบื่ออาหารอินโด
0	เบื่อแล้วววว
0	รอกลับไปกินเลี้ยงส่งพี่ดาด้า
0	เลี้ยงส่งนิค
0	รวบไปเลยสินะพี่ดาด้า
0	ใช่ครับ
1	รบกวนทางระบบ
0	เดี๋ยวเฟิร์นติดตามเคสให้ค่ะคุณดา
0	ขออภัยครับ
0	ยังคะ
0	ตรวจสอบอยู่นะคะ
0	อันนี้วันนั้นทิ้งไว้ว่าตอนนี้
0	แบบไหนหมายถึงยังไงอ่ะพี่มิลค์
0	อ่าห์
0	ถ้ามีการแก้ไขสีใน
0	ถ้ามาอัพเดทจะมาทำตอนไหน
0	ตรงนี้ช่วยเช็คให้หน่อยค่ะ
0	อันนี้ต้องเช็คข้อมูล
0	เพราะข้อมูล
0	ค่าลิ้นกาวเป็น
0	ในเอกสาร
0	สอบถามคะเคสนี้ลอน
0	หรือใช้
0	ใช้
0	เดี่ยวให้พรีเซลปรับเป็น
0	ขอปรับลอนcเป็น
0	พี่พิเชษฐ์
0	เดี๋ยวนิคเช็คให้นะครับ
0	แต่อาจจะเย็นๆหน่อย
0	ได้ครับผม
0	ลองอีกรอบครับ
0	นิกครับ
0	1.ลอนB:Ttf175/Csf110/Ttf175
0	2.ลอนBC:Ttf150/Csf110/csf110/csf110/ttf150
0	3.ลอนAB:kaf335/caf185/kaf335/caf185/kaf335
0	4.ลอนE:ttf175/caf125/ttf150
0	5.ลอนB:ttf150/csf110/ttf150
0	ขอเลขบอร์ดครับ
1	รบกวนเช็ค
0	สักครู่ค่ะ
0	มีรายการไหนบ้างคะ
1	ที่ค้างเพราะ
0	มีแค่
0	แต่
0	OK
0	ปรับข้อมูล
0	ส่วน
0	ตามนี้ครับ
0	รายการที่4ไม่แน่ใจมีในระบบแล้วรึป่าวครับ
0	เพราะมีโรงอื่นใช้ครับ
0	แจ้งให้
0	รายการที่4พี่จอให้แล้วเกน
0	*ขอ
0	รายการที่5คะขออภัย
0	เสดละครับ
0	Add
0	Customer
0	1030681
0	YEUAP
0	@Gainny
0	เกนรอระบบรีเฟรชหลังเที่ยง
0	นิคอยู่อินโดครับ
0	แต่ที่เช็คคร่าวๆ
1	เผอิญว่าเหมือนพรีเซล
0	นิคครับ
1	คุณเฟิร์นคะ
0	คุณดาคะ
0	เป็นที่
0	Size
0	พอใส่จำนวนร่องฟันถึงขึ้นอะคะ
1	เพราะไม่เห้นมีจำนวนชิ้นต่อชุดขึ้นมาให้ระบุเลยอ่ะค่ะ
1	มีลูกค้าส.ขอนแก่น
0	พอจะมี
1	ตรงช่อง
1	แผ่นรอง
1	ไม่แสดงฺBOM
0	คือที่ถ้าจาก
0	ดาลองตัวที่เป็น
0	คือตอนนี้คอนเซ็ปที่เช็คจะมีเรื่อง
0	ตัวนี้คือนำขึ้นเลยแล้ว
0	ทำไมมีให้เลือกเยอะจังครับ
0	เคสนี้สาเหตุมาจากการผูก
0	ปกติผูกได้1-1เป่าอะคะ
0	อันนี้มันผูกมาให้ตั้งแต่ต้นอ่ะค่ะ
0	น่าจะเกิดจาก
1	รบกวนช่วยดูสินค้ารายการนี้ให้หน่อยครับ
1	เป็นกระดาษเปล่า
1	เึสคุณอ้นดาเข้าไปดูกดitem
1	มันขึ้นสถานะ
1	แต่พอกด
0	ตอน
0	ข้อมูลบางส่วนในการออกฟอร์มไม่ครบค่ะคุณดา
0	เช่นใน
0	ข้อมูลมันไม่ครบเลยออก
0	ตอนส่งเป็นแสตนดาร์ดครับมแต่พี่ปริญไปแก้มืออีกที
0	แต่งงว่า
0	งั้นเดี๋ยวแจ้ง
0	ต้องให้นิคเพิ่ม
0	ตัวนี้มาจาก
0	เพราะเป็นงาน
0	ไม่มีการส่ง
0	และไม่มี
0	งั้นถ้าเพิ่มข้อมูลที่
0	Process
0	แต่เป็น
0	แต่ตรง
0	คุณมิ้วปรับให้
1	User:
0	พอจะทราบมั้ยคะว่า
0	ต้องถามว่าได้กดโหลดไปแล้วยังคะ
0	พอดีตอนนี้ในหน้า
0	Deploy
0	แอบลืม
0	เครคะ
0	ขออนุญาตเริ่ม
0	เดี่ยวแจ้งuserให้คะ
0	ขออนุญาตเริ่ม
1	ขนาดไม่ขึ้นค่า
0	ขอรายละเอียดเพิ่มเติมค่ะ
0	ตัวนี้
0	ว่าsend
0	คาดว่าน่าจะเป็นเพราะ
0	คุณเฟิร์นขาา
1	TCKP
1	TCNK
1	ข้อมูล
1	คกก,
1	ฟิวส์
1	Email
1	งานเปลี่ยนแปลงที่เป็น
1	งานตัวนี้ไม่มีBomครับ
1	หน้า
1	งานเปลี่ยนแปลง
1	รูปแผ่นรองที่
1	lp
0	รบกวนเคลียร์แคชก่อนเริ่มการใช้งานด้วยคะ:))
0	เนื่องจากมีการอัพเดทโปรแกรม
1	เคส
0	ต้องแก้ยังไงนะครับ
0	ลองเปลี่ยนเลขตรง
1	ทุกโรงงานทักเรื่องนี้
1	กด
0	ขอเลข
0	ขอลองกดนะคะ
1	เคสคุณโอ๊คบางปู
0	TCSP-998-6202-002
0	ผมกดแล้วไม่มีอะไรเกิดขึ้นครับพี่ดา
0	อันนี้ถูกเลขใช่มั้ยคะ
0	user
0	PSML4
0	ตอนนี้ตัว
0	แต่ตะกี้ยังใช้อยู่เลยคะ
0	งานคุณดฮีค
0	แจ้งเลือก
0	โอเค
0	อันนี้ไม่มีสเปคเลยค่ะ
0	มิ้วค์สามารถทดสอบได้เลยหรอคะ
0	คะ
0	แบบไม่มีสเปคเลยหรอคะ
0	ดาลองดูแล้วกดไม่ได้
0	ใช่คะ
0	เช่นยังไม่รู้
0	สาเหตุเพราะจังหวะกดปุ่ม
0	ในทุกๆ
0	จะมีการบันทึก
0	และจะมีบางการคำนวณใน
0	เมื่อไม่ระบุสเปค
0	พี่ดาครับ
0	ให้กรอก
0	ต้องระบุสเปคอ่ะค่ะ
0	แต่เดิมไม่ต้องกรอกจริงๆนะคะ
0	ให้กรอก
0	ถามโอ๊คๆก็ยืนยันคะ
0	ว่าเดิมส่งได้จีๆ
0	กรอกคร่าวๆ
0	เดี่ยวแก้ให้เหมือนเดิมละบอกอีกทีนะ
1	กด
0	คุณมิ้วคะเคสนี้จะแก้ได้ช่วงไหนคะ
1	มันกะทบของเดิม
0	ตอนเย็นค่ะคุณดา
0	เดี๋ยวเฟินให้น้องเอาขึ้นบน
0	เดี่ยวทาง
1	เมื่อก่อนไม่จำเป็นนี่พี่ดา
0	แหะๆๆ
0	คุณดาคะ
0	เฉพาะเรื่องsend
0	ของlot4ด้วยรึเป่า
0	อันนี้เฟินนำขึ้นเฉพาะเรื่องนี้ก่อนให้ค่ะ
0	โอเคคะผ่านฉลุย
0	สามารคนำข้นproduction
0	คุณดาคะ
0	โอเค
0	คอนเฟิมขึ้นไหมคะ
0	คุณดาคะ
0	ทั้ง
0	แก้เสร็จแล้วนะ
0	คุณเฟิร์นเรื่องรูปที่drawing
0	dimensionที่รูป
0	ok
0	จังหวะ
0	คุณเฟิร์นเช็คที่itemปกติด้วยได้มั้ยคะ
1	เค้าว่าลองเปลี่ยนตัวเลขแล้วก็ไม่ขึ้น
1	โหลดlpไม่ได้คะ
0	คุณดาคะ
0	ว่งเคสdimension
1	โหลดlpไม่ได้2รายการคะ
0	คุณดาค่ะ
0	สาเหตุตอนนี้อยู่ในช่วงตรวจสอบค่ะ
0	เคสนี้อยู่ระหว่างแก้คะ
1	ฝากดูเรื่องใบเสนอราคาให้หน่อยครับ
1	ตอนนี้จะขึ้นให้ติ๊ก
0	คุณเฟิร์นฝากส่ง
1	เปิดไฟล์
1	ส่งรูปไม่ไป
0	ตอนนี้มีการ
1	Presale
1	พอดี
1	เข้าไม่ได้เหมือนกัน
0	อืม
1	เป็นอีกแล้ว
1	Pressle
1	LP
0	ขอ
1	Lpเปิดไม่ได้คะ
0	เรื่อง
0	มีบางตัวที่
0	ขอแจ้ง
0	อันนี้คือสรุปข้อที่ยังตกค้างของ
0	อะเคคะ
1	ส่วนรายการสีแดง
0	ถ้ามีการขอ
0	แต่ว่าถ้าสมมุติเป็นงานกระเป๋าอย่าง
0	จำได้ว่าห้าม
0	เคสนี้เราไม่เคยคุยกันไว้ค่ะเรื่องเงื่อนไขการ
0	โอเคยืนยันแบบคุณมิ้วเสนอคะ
0	อันนี้รบกวนนำเข้า
1	ใส่สีพิมพ์แล้วไม่แสดงคะ
1	4
1	Lpยังเปิดไม่ได้คะ
0	2
0	หรือต้องถามทาง
0	ฝากคุณมิ้วค์เช็คเลยก็ได้ครับ
0	เหลือ
0	ตอนนี้สามารถกดเปิดฟอร์มได้แล้ว
0	เหลือ
1	Presales
1	วันนี้​
1	ล้มเหรอครับ
0	App
0	เกิดจากอะไรเหรอคะ
0	เป็นช่วงที่
1	download
0	ขอไฟล์ที่ใช้แนบได้มั้ยคะ
0	แต่มันจะทับไฟล์เดิมนะคะ
0	ขอไฟล์ที่ใช้แนบได้มั้ยคะ
0	อันนี้มิ้วค์ลองมันได้ปกติค่ะ
1	เปิดไม่ได้
1	มาเยอะผิดปกติครับ
1	ฝากดูเคสคุณตุลย์หน่อยนะคะ
0	ดาส่งไฟล์ที่มีปัญหาทางเมลล์นะคะ
1	ทั้ง
1	แจ้งปัญหาครับ
1	*user
1	พรีเซลหน่วงไหมครับ
0	อ่อ
1	presale
1	Presale
1	เข้าไม่ได้
1	ตอนนี้เข้าไม่ได้ครับ
1	ตอนนี้
1	Ps
1	connection
0	จำนวนคนใช้งานอ่ะเปล่า
0	พี่พิเชษฐ์
0	9462
0	สีเหลืองคือ?
0	งานไส้
0	ใคร
0	ส่วน
0	นิคมา
0	-สินค้าใหม่
0	-
0	-ปป.การพิมพ์
1	นิคทำ
0	ตรง
0	ถ้ามีคนชัดเจนไม่ต้องใส่จ้าาา
0	หมายถึงตรง
0	นิคระบุ
0	ก็เอา
0	dimension
1	สีพิมพ์ไม่เรียง
0	ต้องกด
0	อันนี้ต้องทำการ
0	dimension
0	อ้อเอกสารจะไม่ขึ้นใช่มะ
0	จะขึ้น
0	หายไป
0	เพราะถ้าสร้างจาก
0	เหลือสีพิมพ์
0	มีรายการmulti
0	จะทำการ
1	มันค้างกด
0	clear
0	รบกวนเคลียร์แคชก่อนเริ่มการใช้งานด้วยคะ:)
0	เนื่องจากมีการอัพเดทโปรแกรม
0	Item
1	Quotation
1	lp
1	lp
0	Delegate
1	คนตั้งการ์ด
1	Product
1	เคลียสองรอบแล้ว
0	ขอ
1	ตอนเสนอราคา
1	เหมือน
1	ใช่แล้ว
0	ซึ่งใน
1	พี่ดา
1	ขอรบกวนเช็ค
1	ML
0	งั้นรบกวนขอไฟล์ที่ทาง
0	เพราะไม่มีการระบุห้องตัดไว้ตั้งแต่ต้น
0	อันนี้แจ้งสาเหตุที่ทำให้งานไม่เข้าห้องตัดค่ะ
1	สวัสดีค่ะคุณนิค
1	ตัวอักษรใหญ่ขึ้นใน
1	ในส่วนของ
0	คุณดาคะ
0	ฝากดูถ้าหลายตัว
0	มายถึง
0	กลัวหลายบรรทัด
1	พี่ตั๊กเปิดดู
0	เดี๋ยวลดไซส์ให้หน่อยนะครับ
0	อันนี้มันขึนรหัสลูกค้าทั้งแผง
0	เลขสี่ตัวข้างหน้าตรงไหนครับ
0	ตรงที่ไฮไลท์ค่ะ
0	ไปแก้ใน
1	ผมรอไม่ไหว
1	ช่วยตรวจสอบด้วยนะครับ
1	ทำให้เอกสารmc
1	ผมครับ
1	@Dadah
1	Ml
1	เคสของคุณดิษที่อัพโหลด
0	เพราะในไฟล์อัพโหลด
1	#
0	คนมิ้วคะ
0	คะ
1	แต่พี่เม้งห้องตัดบอกไม่มีครับผม
1	เซลว่าห้องตัดก็ไม่เห็น
1	แต่ของแผนของาน
1	@สมศักดิ์
1	ถ้าติดขัดอะไร
1	เคสนั้นวิวไม่ได้ปป.ซ้ำค่ะ
1	พบปัญหา
1	ใน
0	คือ
1	กรณีนี้ถ้าปลดจะไม่ได้
0	สอบถามคะ
1	พบปัญหา
1	มีงานปป
1	ช่วยเช็คlogให้หน่อยได้มั้ยคะ
0	แต่ถ้า
0	เพราะทางขวาไม่มีข้อมูล
0	แต่ด้านซ้ายมีข้อมูล
0	แต่ถ้า
1	item
1	TCKP
1	Board
1	เคลียร์แล้วก็ยังไม่ขึ้นนะครับ
0	พี่พิเชษ
0	เคสนี้อ่ะค่ะคุณดา
0	ปรับแล้น
0	คุณนิค
1	รบกวนหน่อยครับ
1	Program
1	ทำให้
1	ไม่แน่ใจว่า
1	ตอนกด
1	Save
1	คือพิมพ์ชื่อ
1	ตอนกด
1	แล้วพอกลับไปที่search
0	มิ้วรู้แล้วค่ะ
0	ถ้าจะไม่ระบุรายละเอียด
0	เรื่องไม่ระบุ
1	แต่พอลงโปรแกรม
1	เป็นมา
1	พรีเซล
1	@Dadah
1	ระบบเป็นอะไรรึเปล่าคะ
1	เห็นว่าค้างๆ
1	แจ้งมาสามโรงงานแล้ว
0	ถ้าเลือก
1	login
1	เป็น
1	อีกรายการนึง
1	#
0	คุณดาคะ
0	รบกวนขอitem
0	เคสเดียวกันแต่อีกตัวที่ปัญหาเดียวกันคะ
1	@Dadah
1	คุณดาคะ
0	ส่วนเลข
0	ถ้าแก้ข้อมูลแล้วฝากแจ้งหน่อยนะคะ
0	เฟินให้ทางทีมเช็ค
0	มัลติไอเทม
1	พอโหลดแล้วerror
0	รบกวนเคลียร์แคชก่อนใช้งานด้วยนะคะ
1	เคสมะวานยังโหลดไม่ได้นะคร้าบ
0	นอกเหนือจากนี้
0	รบกวนเคลียร์แคชก่อนใช้งานด้วยนะคะ
0	ช่วยลบรายการที่ค้างในระบบการตั้งการ์ดให้ด้วยนะคะ
1	เรียนคุณนิค
1	@nick
0	ใน
0	ทั้งหมด5รายการค่ะ
0	ลบออกทั้งหมดได้เลยค่ะ
0	คุณเฟิร์น
0	หมายถึง
1	วันนี้พบปัญหาอีกแล้ว
0	ทุกตัวคะ
0	หมายถึง
0	ช่ายคะ
0	เคสนี้
1	Presale
0	ใช่
0	ไฟล์โหลดไม่ได้คะ
1	จากที่เคยแจ้งว่าแนบไฟล์
1	แนบเป็น
1	โหลดไฟล์mlไม่ขึ้นคะ
1	พบปัญหา.
1	แล้วใน
1	ทำเปลี่ยนแปลงชื่อสินค้า
1	ฝากตรวจสอบคะ
1	เจอปัญหาเกรดกระดาษแหว่งคับ
1	เคสนี้
0	1.
0	ทางss
1	เกรดกระดาษแสดงไม่ครบคะ
1	1532-421-00
1	ยังไม่ขึ้นเลย
0	พี่เปิดงานไป
0	มี
1	แต่พอมีงานเข้ามาถ้าไม่โยนโปรแกรมไม่ยอมออกให้ครับ
0	มีวรรค
0	แต่ระบบจะบังคับให้
1	ช่วยปลดออกได้ไหมครับคือไม่ต้องบังคับโยนอะครับ
0	ด้วยความที่ฟอร์มเดิมช่องนี้เคยยาวกว่านี้
1	ถ้าไม่โยนโปรแกรมก็ไม่ยอมให้ออกจากหน้าจอ
1	เปลี่ยนแปลงตามเอกสารแนบ
0	โดยแสดงข้อมูลเพียงไม่กี่ตัวอักษรครับ
0	ขอให้
0	เพิ่มไว้ในช่อง
1	เรียนนิค
1	แจ้งพบปัญหา
1	@OoGotoO
0	หืมมม
0	เป็นงานสินค้าใหม่
0	แต่ระบบไม่ควรขึ้นคำว่า
0	ถ้าแนบไฟล์ไม่ตรงกับที่ขอ
0	คือขึ้นว่า
0	ถ้า
0	ก็ไม่
0	เพื่อไม่ให้แสดง
1	ทำ
1	ทาง
0	อันนี้เคสราคาไม่อัพเดทครับ
0	เคสนี้ขอเช็คอีกทีนะครับ
0	ส่วนเคส
1	เคส
0	Vendor
0	แต่ที่ติดที่ส่วนประกอบค่ะ
0	รบกวนแจ้งให้
0	เพราะมีข้อมูลที่เป็น
0	พี่แหม่ม
0	เนื่องจากตัวที่
0	รบกวนเพิ่ม
1	สินค้า
0	ราคาไม่ขึ้นใช่ไหมฮะ
1	approve
1	มันคือกดฟอร์มไม่ได้ค่ะ
1	TCKP-1323-6207-001
1	พี่เจ๋งบอกว่าลบ
1	เข้าไปสร้าง
1	Quotation
1	send
0	แต่ทำ
1	ลบ
0	งานมันไม่วิ่งล่ะนะ
1	Multi
1	ตอน
1	น้องนิค
1	มีเปลี่ยนแปลงราคาครับ
1	แจ้งมาว่า
1	ดาเทสเปิดงานเปลี่ยนแปลง
1	@Dadah
1	อ่อ
1	เปิด
1	เปิดไฟล์ไม่ได้ช่วงนี้บ่อยมากคะ
1	AMก็เปิดดูไม่ได้ด้วยนะครับ
