Issue	IssueText
0	มิ้วค์นำขึ้น PROD ให้แล้วค่ะ
0	พี่ตั๋น พี่วันชัย ค่ะ
0	ฝากเคสนี้หน่อยนะคะ
0	ขอรายละเเอียดเพิ่มเติมได้มั้ยคะ
0	ว่าเลข ML อะไร
0	หรือ Item_code ค่ะ
0	ยังติดไม่มีคน Approve ให้อยู่ไหมครับ
0	เช่น พิมพ์ชื่อกล่องกระดาษ xxxxxxxxxx
0	พอเข้ามาใหม่ Program เด้งกลับเป้น กล่อง xxxxxxx
0	เคสนี้ด้วยคะ
0	มีผลกับการเปิด Order ชื่อผิดได้ครับ
0	ได้ละค๊าหน.ผลิต appprove
0	ให้ssเช็คอยู่นะคะ
0	อันนี้กด save แล้วรึเปล่าคะ
0	กดแล้วครับ
0	ขอตรวจสอบสักครู่ค่ะ
0	เจอเหมือนกันเลยยยยค่า ตอนแรกคิดว่าตัวเองเบลอ
0	เจอสามคนเลยยย
0	case คุณกิ๊วใช่มั้ยคะ
0	มิ้วค์กำลังตรวจสอบอยู่ สักครู่นะคะ
0	เป็นไงบ้างอะคะ
0	เดี๋ยวมิ้วค์นำขึ้นให้ทดสอบบน uat นะคะ
0	รบกวนทดสอบบน uat ดูค่ะ
0	172.26.64.104:8088/PSM ค่ะ
0	อันนี้ที่เครื่องไหนคะ
0	172.26.64.104:8088/PSM ค่
0	สักครู่นะคะ
0	หรือช้าเพราะเป็นเครื่องนี้รึเปล่า
0	อันนี้ทดสอบเรื่องอะไรคะ
0	คุณมิ้วให้ดาทดสอบเรื่องที่คุณกิ้วแจ้งไม่ใช่เหรอคะ
0	ก็เรืองนี้คะ
0	มีในระบบแล้วนะครับ
0	ลองรีเฟรชดูนะคะ
0	คือดารีเฟรสแล้ว
0	เคลียร์แคชแล้ว
0	ตอนนี้ก็ยังไม่ได้หรอค่ะ
0	หรือคุณมิ้วพึ่งปรับเพิ่ม
0	มิ้วปรับเวอร์ชั่นของแคชอ่ะค่ะ
0	มันเลยบันทึกได้แล้ว
0	คุณดาพอจะส่งมาเป็นคลิปได้มั้ยคะ
0	คือได้แล้วเป่าคะ
0	มันจะไปเชื่อมกับเคสที่ว่าไม่ระบุ spec แต่ขอ DW ได้อ่ะค่ะ
0	เดิมมันก็โอเคอยู่แล้วนะคะ
0	ไม่ได้เพิ่มหรือแก้ไขเลยย
0	โอเครค่ะ
0	ถ้าอย่างนั้นคุณดาลองทดสอบใหม่ เพราะที่เป็นประเด็นกันอยู่ตอนนี้คือการคำนวณ TrimWaste ให้ในขั้นตอนการบันทึกข้อมูล Item ค่ะ
0	ได้อยู่น้าาาา
0	ตรวจสอบให้อยู่นะคะ
0	ตรวจสอบให้อยู่นะคะ ว่าทำไมที่โรงงานไม่ได้หลายโรงอยู่
0	มันหน่วงๆค่ะ แต่ไม่ถึงกับค้าง
0	เคสเมื่อวานทาง SS ว่ายังไงบ้างครับ
0	เอาขึ้นให้เทสแล้วเมื่อเช้าแต่ยังติดอยู่
0	ถ้าได้แล้วจะรีบแจ้งตรวจสอบซักครู่ค่ะ
0	ฝากเช็คให้หน่อยคะ ว่าหายไปไหนต้องทำยังไงคะ
0	ตัว psm เข้าได้แล้วนะคะ
0	เคสคุณกิ้วทดสอบแล้วคะ บันทึกได้แล้ว และส่ง Request ได้ รบกวนนำขึ้นด้วยคะ
0	Pcก่อนกะลังขอคะ
0	0510-6206-019 / PC 0510-171-00
0	0510-6206-019 / PC 0510-171-00
0	อันนี้เปนเอกสารที่ทำปป.ค่ะ
0	อีกรายการนึง PC 0510-168-00 ค่ะ
0	เซลว่าเป็นเหมือนกัน 2 ตัวเลยคะ
0	คุณดาคะ เคสที่ส่งรูปมา 026 คือเคสไหนคะ
1	เคสเปลี่ยนแปลงหายคะ
0	คุณดาคะ 017,019 ทางทีมปรับให้แล้วค่ะ แจ้งเซลล์ได้เลยค่ะ
0	เข้าไปหาที่ Change ได้เลยใช่มั้ยคะ
0	17,019 ทางทีมปรับให้แล้วค่ะ สามารถค้นหาที่ Change Product ได้เลยคะ
0	เคสนี้ขึ้นเมื่อไหร่กันดีคะ
0	เดี๋ยวนำขึ้นให้ค่ะคุณดา
0	คืนนี้ได้ไหมคะ
0	ok kaa
0	ทาง SS จะนำขึ้นให้คืนนี้นะ @Kive
0	งาน offset โยนเข้า pm2 ไม่ได้
0	ฝากดูให้หน่อยครับ
0	เหมือนพี่ดาด้า เคยให้เค้าทำ Corrective action แล้วมั้ยครับ
0	ถ้ายังฝากด้วยนะครับ
0	ได้รึยังครับ
0	หรือ ติด ส่วนไหนครับ
0	นิคอยู่อินโดยังไม่สะดวกเลยครับ
0	@Kittinun Santimanawo พี่ป๊อปคุยกะพี่ป๋องให้หน่อยคะ ระหว่างนี้ให้ITใครดูแทนได้บ้าง
0	พี่ฟิววว
1	@Fuse color หายพี่
0	โหลดไฟล์ไม่ขึ้นเหรอพี่
0	พี่เลือก offset ไป เบอร์จะต้องใส่มั่วใช่มั้ยครับ
0	หรือ เลือก noneไม่พิมพ์ไปก่อนครับ
0	ใส่สีไปก่อนก็ได้ครับแล้ว note ดีกว่าครับ
0	ช่าย
0	เมื่อคืนนำเคสของคุณกิ๊วขึ้น prod แล้วนะคะ
0	Lot 5 เป็นไงบ้างเอ่ยยย
0	Done kab
0	ทำละค่ะ
0	ขอตรวจสอบเพิ่มเติมก่อนส่งค่ะคุณดา
0	@Dadah ดาด้าฝากด้วยนะ
0	นานหลายวันแล้วค่ะ
0	ขออภัยในความไม่สะดวกครับ
0	ขอบคุณมากอีกครั้งที่ตอบรับค่ะ
0	ใช่ค่ะ ติดอยู่ตามภาพค่ะ
0	ลองกดเช็คอีกรอบครับ
0	เรื่องอะไรคะคุณดา
0	เรื่องที่แก้ไปอะคะ
0	ขอทราบ item code ค่ะ
0	ให้คะแนนเต็มที่ 3 ครับ
0	งงด้วยยย
0	ขอตรวจสอบสัดครู่นะคะ
0	สัก**
1	มีการ deploy ใหม่เปล่าครับ เข้ามิได้
0	แปปนะ กำลังเช็คให้อยู่
0	กำลังตรวจสอบครับ
0	ใน tab item information
0	@Dadah
0	Tomcat โดน stop ไปกำลัง start ใหม่ สักครู่นะคะ
0	กำลังตรวจสอบนะฮะ
0	แต่แปลกใจทำไม stop
0	หะ
0	โดน stop
0	แบบ คนไปกด stop เหรอ
0	Mcafee ตรวจแล้วปิดเหรอเปล่า
0	มิทราบเลยจ้าาา
0	ตอนนี้ start เสร็จแล้ว
0	เข้าได้ค่ะ
0	ขออนุญาตลองเรื่อง sale text 1 item นะคะ
0	User: THANATHA
0	เข้าได้แล้วนะคะ
0	เคส sale text ก็ได้ปกตินะคะ
0	งง แล้วทำไงเซลลองแล้วไม่ได้ ซึ่งเค้าก็แจ้งว่าเคลียร์แคชแล้ว เพราะมิ้วลองเมื่อกี้ก็แสดงค่าที่เปลี่ยนนะคะ เลยแปลกใจว่าทำไมถึงไม่ได้
0	เข้าได้แล้วนะคะ
0	คุณมิ้วกลับไปหน้า Search แล้วเข้ามาใหม่รึเปล่าคะ
0	ใช่ค่ะ
0	ทำตามคลิปของคุณกิ๊วเลยค่ะ
0	อันนี้คุ๊แฮมเจออะคะ
0	ซึ่งไม่ทราบเคสคุณกิ๊วมาก่อน แต่ดาให้เค้าลองอีกทีละคะ
0	เดี๋ยวมิ้วค์ส่งเป็นคลิปให้ค่ะ
0	ที่ item คุณ thanatha ที่มิ้วค์ลอง
0	อ่อ ค่ะ
0	อะเคคะ เดี่ยวรอเซลเทสก็ได้คะ
0	ยังไงฝากแจ้งด้วยนะคะ
0	ชัวร์คะ
0	ได้ละครับ
0	ทำให้แล้วนะครับ
0	สอบถามค่ะ ถ้า คีย์ LP Cont ติดลบ sent request ไปได้เลยใช่ไหมคะ
0	ถึงแค่พี่บอย ตาม loop ใช่มั้ยคะ
0	กดจะส่งออกไม่ได้นะคะ
0	จริงด้วย โอเคค่ะ
0	ใากดูให้หน่อยคะ
0	คุณดาคะ เปิดได้แล้วค่ะ
0	แจ้งเซลได้เลยค่ะ
0	เปิดได้แล้วค่ะ
0	เคลียร์แคชก่อนใช้งานเรียบร้อยฮะ
0	ส่งเช็คให้นะคะ
0	ขอบคุณครับพี่ดาด้า
0	ตอนนี้น่าจะกดได้แล้วค่ะ
0	ขออภัยในความล่าช้าค่ะ
0	ทดลองอีกครั้งนะคะ ขออภัยในความล่าช้าคะ
1	รบกวนตรวจเช็คระบบให้ด้วยนะครับ
0	ผูกใน sap ยังครับ
1	รบกวนตรวจเช็คระบบให้ด้วยนะครับ
0	ผูกเเล้วครับ
0	ตรวจสอบให้สักครู่ค่ะ
0	เช็คใน search customer ขึ้นไหมครับ
0	ขึ้นเเล้วครับขอบคุณมากครับ
0	ตั้ง customer code ด้วยนะครับ
0	ทำเปลี่ยนแปลงชื่อสินค้า aw ส่งแบบมาเข้าตามลิงค์ ไปขึ้นหน้าสินค้าใหม่คะ
0	เคสเก่าคะ
0	เดี๋ยวปรับ data ให้ก่อนนะคะคุณดา
0	เคส AW เดี๋ยวรีบตรวจสอบให้ค่ะ
0	ได้เคสไหนฝากแจ้งหน่อยนะคะ
0	เช็คให้อยู่นะคะ
0	คุณดาคะ เคสนี้ปรับข้อมูลให้กลับมาเป้นสินค้าเปลี่ยนแปลงแล้วะนะคะ
0	สามารถค้นหาในchange productได้แล้วคะ
0	ทำไมยังพบเคสนี้เหรอคะ
0	ขอทราบเลข Quotation Number ค่ะ
0	มิ้วค์ไม่แน่ใจว่าเพิ่งออกเอกสาร หรือออกเอกสารนานแล้วค่ะ
0	ที่ออกเอกสารวันที่ 25. อันนี้พอจะเช็คได้ไหมครับ ว่ามันหายไปได้ยังไง เพราะทางผมไม่ได้แก้ไขชื่อเลย
0	มันมีโอกาสที่จะเด้งบ้างไหมครับ
0	เพราะถ้าออกเอกสารก่อนการเปลี่ยนแปลง มันก็คือของเก่าค่ะ
0	ขอเลขที่quotationหน่อยคะ
0	รบกวนขอวันที่ออกเอกสารได้มั้ยคะ
0	เพราะมิ้วค์ลองกดมา มันปกตินะคะคุณดา
0	ถ้ากดออกเอกสารหลังจากที่มิ้วค์ปรับ มันก็ขึ้นไม่ครบค่ะ
0	อันนี้มิ้วค์กดเมื่อกี้ค่ะ
0	@Dadah
0	ตัวที่เคยแจ้งใช่ไหมครับ
0	ใช่ครับพี่นิก
0	อัอ
0	ลองอีกทีนะคะ
0	เคลียร์แคชด้วยน้า
0	มีเลขบอร์ดไหมครับ
0	เป็นบอร์ดใหม่ครับ
0	Rsc standard ระบบ generate ไฟล์รูปมาให้อยู่แล้วครับ , ถ้านอกเหนือ standard ให้แนบ drawing pattern, drawing image .jpeg / png / gif ครับ
0	นิคต้องใช้เลขบอร์ดอ่ะครับ
0	ไม่งั้นนิคแอดเข้าระบบไม่ได้
0	นิค
0	พี่รบกวนสอบถามค่ะ
0	อันนี้พี่ไปแก้ไข item spec ที่กระทบกับต้นทุนไหมครับ
0	สีเหลือง = cancel
0	แบบพวกบอร์ด , เกรด , size อ่ะครับ
0	เขากำหนดเป็นไฟล์อะไรมาเหรอครับพี่
0	AE TCKP เข้าใจเหมือนกันใช่ไหมครับ
0	ต้องแจ้งก่อนว่า เฉพาะ RSC ไม่มีหูจับ standard ไม่ต้องขอ Drawing ครับเพราะว่า มี drawing image มาให้แล้ววว ครับ
0	diecut ต้องขอครับ
0	เพราะไม่งั้นจะไม่มี drawing image ขึ้นใน item preview
0	หมายถึง Drawing File อะครับ
0	ถ้าไม่โหลดโปรแกรมไม่ยอมออกให้ครับ
0	อ้อจำเป็นครับ
0	ในระบบ ใส่ไว้ยาว แต่น่า print ขึ้นแค่ตามภาพ 2 ครับ
0	เดี๋ยวนิคขอลองเข้าหน่อยได้ไหมครับ
0	ตอนนี้ไม่มีงานเข้ามาครับ
0	Drawing File คืออะไรครับ ที่ผมเข้าใจคือเป็นไฟล์ CAD .ard
0	สอบถามหน่อยครับ กรณี drawing man เข้าหน้า drawing request ระบบจะ force ให้ upload file ก่อนถึงจะปิดได้ใช่ไหมครับ
0	จะมีแบ่งเป็น ไฟล์สำหรับขอกล่องตัวอย่าง / file image ครับ
0	เคสนี่พอจะมีแนวทางแก้ไหมครับ
0	ถ้าเพื่อใช้งานในตอนนี้คงต้องปรับตอนระบุข้อมูลไปก่อนค่ะ
0	แต่ถ้าระยะยาวคงต้องคุยกันก่อน
0	เพราะมันปรับเพื่อรองรับฟังก์ชั่นงานตัวใหม่
0	รบกวนสอบถามครับ โดยปกติ การกรอกรายละเอียดการเปลี่ยนแปลง จะสามารถระบุได้กี่ตัวอักษร เนื่องจากข้อความขึ้นไม่ครบครับ
0	@Newsb เนื่องด้วยโรงงานใน CIP ส่วนใหญ่ ยอมรับให้กรอกข้อมูล ในหัวข้อใหม่ว่า ทางทีม Pre-sales จึงออกแบบใบเปลี่ยนแปลงใหม่
0	ซึ่งเรื่องนี้คงต้องนำกลับมาคุยกับทางโรงงาน TCNK และทีม Pre-sales อีกครั้งต่อไป เบื้องต้น เพื่อเป็นการช่วยทางโรงงาน TCNK มากกว่าช่องอื่นๆ นะครับ
0	ลองดูครับ ขอบคุณมาก สู้ๆครับ
0	ขอบคุณมากครับพี่เอ๋
1	นิ๊ก รบกวนเพิ่มบอร์ดในระบบ presaes ให้หน่อยครับผม ขอบคุณครับ
0	สอบถามเรื่อง drawing file อันนี้ควรเป็น type ไหนครับ
0	drawing pattern
0	ขอบคุณครับ
0	ใช่ครับไว้เป็น ref. ครับ
0	เป็นพวก drawing pattern
0	ตามภาพแนบครับ
0	มีทางแก้ไขอย่างไรได้บ้างครับ
0	เพิ่มเติมอีก1รายการค่ะ @Tor บอร์ดเสร็จแล้วครับ นิค ช่วยดูหน่อยครับ รบกวนด่วนหน่อยนะครับ po รอคีย์ครับ 13.00 ได้ไหมครับ
0	สอบถามเพิ่มเติมอันนี้คือ สร้างใหม่ใช่ไหมครับ
0	Copy ของเดิม เดิม 04060-543
0	แนบไฟล์กลับมาไม่ได้เหรอ แปปนะครับ
0	แนบไฟล์เป็น pdf ไหมครับ
0	หรือว่า jpeg กลับมาเอ่ย
0	อ่าแล้วติดอะไรเอ่ย
0	ไฟล์แนบเป็นPDFค่ะ
0	งั้นลองส่งไฟล์มาได้ไหมครับ
0	ตรวจสอบให้สักครู่
0	@OoGotoO Paper ราคาจริงๆต้องเท่าไหร่ครับ
0	7.84 นะครับ
0	แล้วเกิดจากอะไรได้บ้างเหรอครับ
0	หมายถึงที่ขึ้น null ใช่มั้ย
0	ช่ายย
0	จะลองตรวจสอบตอนนำไผแสดงที่ฟอร์มให้นะคะ
0	ได้ค่ะ
0	ส่งมาในเมล์ / หลังไมค์ก็ได้ครับ
0	ขอ user กับ เลข request หน่อยครับ
0	อาจจะตรงฝั่ง dwh เหรอเปล่าครับ
0	อันนี้ขอ ราคาใหม่แล้วหรอคะ
0	ต้องเช็คที่ dwh แล้วค่ะ
0	ถ้าไม่ได้ขอใหม่จากในระบบ
0	@meechain เคสนี้แจ้งทาง vendor ไปแล้วนะครับ
0	หมายถึงวินหรีอพี่?
0	ของพี่วินครับ
0	ของเคสพี่กำลังให้ vendor เช็คนะครับ
0	manual ก่อนได้ไหมเอ่ย
0	หรือว่าพี่จะต้องใช้เลย ไม่งั้นจะได้แก้เบื้องต้นไปก่อนครับ
0	คือต้องทำเอกสารใหม่นะ
0	ถ้าให้ manual อ่ะ
0	ฮุ้ววว
0	คือเกิดจาก ไม่ clear cache ด้วยไหม
0	คือ mat no. ไม่มีติดมาอยู่แล้ว เขาต้องการมีเลข Mat จากตัวที่ copy ฒาหรอ
0	อันนี้เริ่ม งง แล้วอ่ะ
0	แปปนะ
0	คือเขาไม่ต้องการนะ
0	เพราะ เป็นสินค้าใหม่ ต้องไม่มีเลข mat ง่ะ
0	มันก็ไม่มีอยู่แล้ว
0	ช่ายๆ
0	ก็ต้องทำเอกสารใหม่
0	ต้องขอ MC ใหม่ค่ะ เพราะเอกสารมันออกไปแล้ว
0	ขอบคุณค้าบ
0	ขอ user กับเลข request number 8jt
0	นิคให้ส่งไปใหม่แล้วนะพี่แหม่ท
0	ยังเจอเหมือนเดิมเหรอครับ
1	งมาใหม่ก็ยังเป็นอยู่ค่ะ
0	ที่กล่องไม่มีค่า null แล้ว
0	ที่ตัวส่วนประกอบฮะ
0	คนละตัวกับเคสก่อนหน้านี้รึเปล่า
0	เพราะ PC มันคนละเลขกัน
0	อันนี้คือถ้าเจออีก
0	ก็คือ cancel resend ใหม่หมดเลยใช่ไหมฮะ
0	หรือว่าต้องปรับอะไรก่อนไหมครับ
0	เดี๋ยวปรับข้อมูลให้
0	อ้อ นิคขอตัวเลข ทั้งหมดเลยได้ไหมครับที่มี null
0	เพราะจะได้ให้ vendor ปรับให้ครับ
0	เดี๋ยวให้ พีตี๋ส่งใหม่อีกรอบครับ เพราะว่าทาง vendor ปรับให้แล้วครับ
0	อ้อ
0	เลยเกิดเคสนี้
0	ขอบคุณครับ
0	เสร็จละครับ
0	ขอดีพอย UAT เพื่อนำ lot5 ขึ้นค่ะ
0	อันนี้ในฝั่ง pm2 มีเหรอยังครับ
0	นิค นำ lot5 ขึ้นให้แล้วนะคะ link:
0	http://172.26.64.104:8088/PSML5/
0	เดี่ยวดาเทสให้คะ :)
0	ครับ
0	User พี่ตุลเองใช่ไหมครับ
0	ครับผม
0	User toonv
0	ที่บอกว่า Approve ไม่ได้นี่คือกดแล้วไม่มีอะไรเกิดขึ้นหรอคะ
0	อันนี้คือพี่ตุล เปิดไฟล์ไม่ติดเลยไม่สามารถ approve ได้ใช่ไหมครับ
0	กดได้แล้วนะคะ
0	ลองกดอีกทีครับ
0	ทำแล้วจ้า
0	@Monster KC ลองทดสอบอีกทีครับว่าขึ้นไหมเอ่ย
0	สอบถามค่ะ อันนี้หัวหน้า approve LP แล้ว
0	มันๆม่ขึ้น
0	TCKP-1323-6207-001 item code
0	ขอ user ด้วยค้าบ
0	natchaut
0	หมายถึงไม่มีไฟล์เข้าไปให้หรอคะ
0	ช่าย
0	ขอตรวจสอบสักครู๋ค่ะ
0	มีการเปลี่ยนแปลงข้อมูลขึ้นค่ะ
0	ต้องส่งใหม่ใช่ไหมครับ
0	ตามหลักแล้วใช่ค่ะ แต่ถ้าใช้ราคาเดิมก็กดฟอร์มของ lp มาแนบใหม่ก็ได้ค่ะ
0	โอเคครับ
0	รบกวน
0	cancel request แล้วส่งใหม่ครับ
0	แปปนะครับ
0	ราคาขึ้นละครับ
0	กดไดเลย
0	@พิเชษฐ์ จิตทอง รบกวนพิจารณาสินค้าใหม่ ลูกค้าไดเซล 1รายการนะคะ
1	ฝากน้องนิคเช็คให้ทีครับ
1	Quotation ขึ้น error ทำจาก Multi item ครับ
0	เพิ่งลบไปใช่ไหมครับ
0	น่าจะใช่ครับ มีประเด็นยังไงเหรอครับผม
0	อันนี้นิคขอเช็คก่อนครับ
0	เคสนี้อัพเดทข้อมูให้แล้วนะคะ
0	ตอนนี้สามารถ add item ด้วย ml ได้แล้ว
0	สาเหตุน่าจะเกิดจากการ auto approve ml เพราะคนทำ ml คือ หัวหน้า ผทข Step นี้อาจจะขอตรวจสอบก่อนนะคะ
0	รบกวน add item อีกทีครับ
0	ทาง vendor มีการปรับข้อมูลให้ละครับ
0	ยังไม่ได้ ฝากลองให้ทีครับ
0	ขอทราบได้มั้ย
0	ว่ากดยังไง
0	ก็คือตอนแรกพี่ตุล delete ตัวเก่า แล้วกด add เข้ามาใหม่ใช่ไหมครับ ?
0	ไม่ครับ ตอนนี้ 2 รายการนี้ สถานะ Lp approve แล้ว
0	พี่เลยให้น้องนิคช่วยลองทำ quotation 2 รายการนี้ดูว่าติดอะไรครับ
0	พี่เจ๋ง user อะไรนะครับ
0	Songpanp
0	อันนี้คือลองลบแล้วใช่มั้ย
0	หรือว่าลบไม่หมดหว่า
0	แต่มันของปี 2017
0	เหมือนน่าจะลบไม่หมด
0	เอ่อ
0	อันนี้คือยังไงอ่ะ
0	ให้เอาออกให้หมด
0	หรือว่ายังไงอ่ะ
0	คือ ทาง user แจ้งว่า songpanp deleagate ให้กับ kittikpo ทีนี้ เขาลบผ่านหน้า delegate แต่ยังวิ่งเข้า kittikpo เหมือนเดิมม
0	สรุปคือจะไม่ delegate แล้วใช่มั้ย
0	ตาม Quotation ให้พี่ด้วยน่ะครับ ลูกค้ารออยู่
0	ทุก request
0	จะได้ลบให้
0	ใช่ฮะ
0	โอเคร
0	ส่วนเคสพี่ตุล แจ้งว่า ยังทำ quotation มะได้
0	ลบให้หมดแล้วนะคะ
0	อันนี้นิกลองรึยัง
0	อันนี้คืออยากรู้ว่าที่ไม่ได้เพราะกด convert to quotation มาจากหน้า multi
0	หรือว่ามากด add item ด้วย ml เองในหน้า quotation
0	แปปนะ
0	เมื่อกี้นิคลองจาก หน้า quo แล้ว add ได้
0	นั่นคือสิ่งที่ถามไง
0	เพราะนี่ก็ำได้
0	ได้ละ
0	ขอบคุณค้าบ
0	อันนี้ขอตัวอย่างได้ไหมครับ
0	เคสคุณโอ๊ค ขอไฟล์อัพโหลดมาเลย
0	ขอ ลูกค้าที่ใช้ด้วยจะได้ทดสอบให้ได้
0	lส่งผิด ขอโทษค่ะ
0	อันนี้ไม่เด้ง อีกแล้ว ต้องรีเควสใหม่ใช่ไหมคะ
0	user natchaut
0	พี่ไม่ได้ขอตัวอย่างครับ ทำเฉพาะLP multitem ครับ
0	ได้แล้วครับ
0	หมุนนานมาก
0	เวลาเรา export multi item ออกมาได้ทีละหน้าหรอครับ?
0	upload หน้าเดียว 85รายการ แต่export ตั้ง 5 หน้า 5 click
0	ใช่
0	เคสพี่ตุล ยังไงได่บ้างหว่า
0	เช็คยังไงได้บ้างครับ
0	เรื่องใส่ NA ในช่องการชำระเงิน ใช่มั้ย
0	ตอนนี้ปรับ DB ให้สามารถใส่ตัวอักษรได้แล้ว
0	ให้ลองอีกทีใช่ไหมครับ
0	ทางพี่มิลค์แจ้งว่าปรับหลังบ้านให้สามารถ กรอก NA ได้แล้วครับ
0	ราคาในฟอร์มขึ้นเลขทศนิยมเยอะไหมไหมอ่ะครับ
0	คุณเฟิร์นคะ มี Issues อื่นด้วยมั้ยคะ
0	มีตัวเรื่อง 1 quatation ที่ปรับ board ให้เล็กลงในเอกสาร 2 ขอ drawing โดยไม่ระบุ spec 3 แก้ไข sales text แล้วไม่เปลี่ยนแปลง 3 ตัวนี้นำขึ้น prod ไปแล้ว แต่โปรแกรมจะถูกยกขึ้นในบน UAT lot5 ค่ะ
0	รบกวนเช็คนิดนึงครับ
0	aha
0	2 รายการนะครับ
0	ข้อ 2 นิของ Request Artwork ด้วยนะคะ
0	แต่ลองแล้วว่าได้อยู่
0	Change product ของ tcnk
0	ค่ะ รวมด้วย
0	เคสเดียวกันครับ แต่คนละ user ของโรง tcnk
0	เอ่อ เคสนี้มีกี่รายการนะ
0	ของ thatir = 1 รายการ
0	แต่อันแรก 2 รายการครับ
0	@พิเชษฐ์ จิตทอง รบกวนพิจารณาสินค้าใหม่
0	1.ลูกค้าไดเซล 1รายการ
0	2.ลูกค้าไทยพาฝัน 2 รายการ
0	3.ลูกค้ายูโร่ 2 รายการ
0	รายการล่าสุดโดนลบไปแล้ว จึงหาไม่พบค่ะ
0	ถ้าไม่ trick status item เพิ่มเติมที่ default ไว้
0	ส่วนรายการอื่น ที่แจ้งมาปรากฏปกติ
0	สักครู่นะคะ
0	Trick เลือกเฉพาะ Status:wait แต่ Search ไม่กรองคะ
0	ผลการทดสอบคะ
0	รับทราบค่ะ เดี๋ยวเฟินให้น้องรีบดูให้ค่ะ
0	พี่แนนทำสีเหลืิอง. และบวก 1000ที่ยืมแนน
0	@พิเชษฐ์ จิตทอง รบกวน approved สินค้าใหม่ใน pre-sale 5 รายการค่ะ
1	สรุปต้องวิ่งให้ใครครับ เพราะที่ดูในระบบคือผูกกับ unyanats อันนี้มันวิ่งไปที่พี่กฤษณะ?
0	กำลังเช็คครับ
0	ลองส่งไปใหม่อีกทีครับว่ายังขึ้นพี่เจมไหมครับ
0	เสดละครับ
0	ยกเลิกแล้วส่งใหม่ โอเครแระค่ะ
0	สามารถขึ้นเป็น Y หรือ N แทน ได้มั้ยครับ
0	เพราะยังไม่ได้ระบุจำนวนสี
0	@พิเชษฐ์ จิตทอง รบกวนพิจารณาสินค้าใหม่ ลูกค้าไทยอัมพ์ 5รายการนะคะ
0	มาแล้วค่า
0	กรณีจะเพิ่มชื่อAEในpresales คนที่ไม่ได้อยู่ในlist ที่ให้มาต้องทำยังไงหรอครับ
0	มีให้เลือกแค่นี้ครับ
0	อยู่คนละทีมเหรอเปล่าครับ
0	ใช่ครับ
0	อยู่คนละโรงงาน
0	อ้ออันนี้ยังไม่รองรับครับ อาจจะตัองรออัพเดทใหม่ครับ
0	สามารถเพิ่มให้ก่อนได้ป่าวครับ
0	ยังไม่ได้ครับ structure presales ยังไม่ได้รองรับข้ามโรงงานครับ
0	แต่ตอนนี้อยู่ช่วงทดสอบอยู่ครับ
0	ถ้าอัพเดทแล้วจะแจ้งให้ทราบครับ
0	เกิดจากอะไรเหรอคะ
0	ขอตรวจสอบสาเหตุที่แน่ชัดก่อนนะคะ เดี๋ยวทางเฟินแจ้งให้ทราบค่ะ
0	พี่พิเชษ @พิเชษฐ์ จิตทอง รบกวนพิจารณาสินค้าใหม่ presale 2 รายการค่ะ ลูกค้า pioneer
0	เอาเคสนี้ก่อนก็ได้คะ
1	มันค้างในระบบ ไม่สามารถ send to PM2ได้ค่ะ
0	คุณดาคะ เปิดไฟล์ได้แล้วค่ะ
0	A8 ถูกต้องแล้วครับ
0	เปิดได้ละนะคะ
0	ฝากดูสาเหตุหน่อยนะคะ
0	เอกสารไหนคะคุณดา
0	ตัวตะกี้อะคะ
0	งานที่AEปิง ขออนุมัติมาครับ
0	เอกสารที่ว่าคือ Ml หรอคะ
0	ข้อความในเอกสาร LP ใช่มั้ยคะ
0	หมายเหตุหายคือ ml เบอร์อะไรคะ
0	ตอนนี้ที่ลองดูคือ ที่ส่งมาอยู่ในใบ ml เดียวกันค่ะ
0	ML1214
0	แต่ทั้งรายการอยู่ในใบเดียวกัน
0	เลยสับสนว่าที่ error คือยังไงค่ะ
0	User ไม่รับสายอะคะ
0	นิคหายเลยยยย
0	สินค้า ของ คุณ ปริชญา
0	แต่ login ของ ทัศไนย
0	เลข item code อะไรครับ
0	21950-459 ,460 ,451 ,450 ,456 ,453
0	ผุก buddy
0	กันเหรอเปล่า
0	ผูก
0	ถ้าผูก buddy ในลูกค้าคนนั้นจะเห็น item นะครับ
0	คือสมมุติว่า buddy เราเปิด สินค้าใหม่ เราก็จะเห็นสินค้าตัวนั้นขึ้น ใน search item ครับ
0	นี่ครับ น้อง
0	อันนี้เคสเดียวกันไหมครับพี่ปืน
0	ใช่ๆ แต่พี่ไม่แน่ใจว่า ทางวิ เคยส่งให้แก้ไขหรือยัง
0	เหมือนเคยเห็นคุยๆกัน เรื่อง วิ่งดำเนินการ
0	แปปนะพี่
0	รบกวนโทรกลับนะคะ เนื่องจากที่เช็คทั้ง 2 รายการเป็นเลข ML เดียวกัน ข้อมูลในเอกสารจึงเหมือนกัน ทางทีมเลยไม่แน่ใจว่าที่บอก Error คือตรงจุดไหนคะ
0	ตัวนี้ก็ติดครับ
0	ไปที่พี่เจมส์ เหมือนกันเลย
0	เรียบร้อย cancel แล้วส่งใหม่เลยครับ
0	อยู่ระหว่างตรวจสอบนะคะ
0	เคสงานเปลี่ยนแปลง ถ้าแก้ Mat. Des จะไม่กระทบกับ Sales text ค่ะ ไม่แน่ใจว่าทาง user ได้แก้ไข หรือไม่ เพราะทางเฟินลองทดสอบกด ก็ขึ้นตรงนะคะ
